Accession	Description	markers	tagm.map.allocation	tagm.map.probability	tagm.map.joint.19S.proteasome	tagm.map.joint.20S.proteasome	tagm.map.joint.40S.ribosome	tagm.map.joint.60S.ribosome	tagm.map.joint.apical.1	tagm.map.joint.apical.2	tagm.map.joint.apicoplast	tagm.map.joint.cytosol	tagm.map.joint.dense.granules	tagm.map.joint.endomembrane.vesicles	tagm.map.joint.ER	tagm.map.joint.ER.2	tagm.map.joint.Golgi	tagm.map.joint.IMC	tagm.map.joint.micronemes	tagm.map.joint.mitochondrion...membranes	tagm.map.joint.mitochondrion...soluble	tagm.map.joint.nucleolus	tagm.map.joint.nucleus...chromatin	tagm.map.joint.nucleus...non.chromatin	tagm.map.joint.PM...integral	tagm.map.joint.PM...peripheral.1	tagm.map.joint.PM...peripheral.2	tagm.map.joint.rhoptries.1	tagm.map.joint.rhoptries.2	tagm.map.joint.tubulin.cytoskeleton	tagm.map.outlier	tagm.map.loc.prob	tagm.map.allocation.pred	tagm.mcmc.allocation	tagm.mcmc.probability	tagm.mcmc.probability.lowerquantile	tagm.mcmc.probability.upperquantile	tagm.mcmc.mean.shannon	tagm.mcmc.outlier	tagm.mcmc.joint.19S.proteasome	tagm.mcmc.joint.20S.proteasome	tagm.mcmc.joint.40S.ribosome	tagm.mcmc.joint.60S.ribosome	tagm.mcmc.joint.apical.1	tagm.mcmc.joint.apical.2	tagm.mcmc.joint.apicoplast	tagm.mcmc.joint.cytosol	tagm.mcmc.joint.dense.granules	tagm.mcmc.joint.endomembrane.vesicles	tagm.mcmc.joint.ER	tagm.mcmc.joint.ER.2	tagm.mcmc.joint.Golgi	tagm.mcmc.joint.IMC	tagm.mcmc.joint.micronemes	tagm.mcmc.joint.mitochondrion...membranes	tagm.mcmc.joint.mitochondrion...soluble	tagm.mcmc.joint.nucleolus	tagm.mcmc.joint.nucleus...chromatin	tagm.mcmc.joint.nucleus...non.chromatin	tagm.mcmc.joint.PM...integral	tagm.mcmc.joint.PM...peripheral.1	tagm.mcmc.joint.PM...peripheral.2	tagm.mcmc.joint.rhoptries.1	tagm.mcmc.joint.rhoptries.2	tagm.mcmc.joint.tubulin.cytoskeleton	tagm.mcmc.loc.prob	tagm.mcmc.allocation.pred
TGME49_305820	SGS domain-containing protein	unknown	cytosol	0.9999999	3.370817e-10	2.775971e-10	5.548584e-10	7.732089e-10	9.319331e-10	3.172538e-10	2.558872e-09	1	2.49339e-09	5.155599e-10	4.461301e-09	2.379412e-10	2.026475e-09	1.62545e-09	1.011364e-09	3.765505e-09	4.144887e-09	6.134592e-10	9.426911e-09	7.085076e-09	2.30074e-09	9.713517e-10	6.150141e-10	1.130252e-09	9.715864e-10	1.784553e-10	5.866338e-08	0.9999999	cytosol	cytosol	0.9849321	0.9562855	0.9984708	0.07375985	1.668743e-08	0.0150679	6.172683e-22	8.368828e-22	2.307249e-32	1.233734e-58	5.213382e-33	1.408508e-80	0.9849321	1.875107e-58	2.07521e-23	3.461302e-143	1.884468e-35	2.022198e-56	3.951188e-63	4.58661e-63	4.41202e-137	2.002207e-115	1.377566e-09	7.836298e-19	7.466136e-10	3.231009e-36	4.090544e-56	9.410137e-14	1.951408e-60	5.288641e-58	1.936984e-30	0.9849321	unknown
TGME49_305290	vacuolar atp synthase subunit e, putative	unknown	nucleus - chromatin	3.603898e-06	0.005746012	0.004732016	0.009458309	0.01318039	0.01588605	0.005408019	0.04361943	0.1591764	0.0425032	0.008788413	0.07604888	0.004056028	0.03454399	0.02770798	0.01724006	0.0641881	0.07065518	0.01045724	0.160698	0.1207747	0.03921922	0.016558	0.01048374	0.01926668	0.016562	0.003042011	0.9999964	1.298808e-11	unknown	PM - peripheral 2	0.9999957	0.9999728	0.9999999	5.214658e-05	1.015771e-05	2.0063e-14	5.485424e-34	5.475353e-21	1.175654e-18	3.028015e-18	1.138244e-20	2.025065e-12	2.046127e-23	1.083382e-11	1.59963e-14	3.192893e-38	3.556322e-06	2.667938e-22	1.273838e-18	1.471471e-33	5.544924e-88	1.136655e-53	2.071541e-07	4.907491e-07	3.970095e-18	1.796733e-15	6.752498e-33	0.9999957	3.991212e-29	2.751823e-26	5.406031e-28	0.9999856	PM - peripheral 2
TGME49_238070	glutaredoxin domain-containing protein	unknown	cytosol	0.9999887	6.494656e-08	5.348547e-08	1.069062e-07	1.489765e-07	1.795584e-07	6.112625e-08	4.930257e-07	0.9999905	4.804091e-07	9.933449e-08	8.595723e-07	4.584484e-08	3.90447e-07	3.131803e-07	1.948625e-07	7.255112e-07	7.986079e-07	1.18197e-07	1.816311e-06	1.365103e-06	4.432906e-07	1.871533e-07	1.184966e-07	2.177691e-07	1.871985e-07	3.438352e-08	1.130285e-05	0.9999774	cytosol	cytosol	0.9994093	0.9982423	0.9998946	0.004838677	3.053236e-07	0.0005907321	2.834894e-22	1.238945e-23	1.055412e-37	2.387472e-63	8.755057e-27	8.959049e-87	0.9994093	1.225798e-69	2.072089e-24	3.575752e-162	2.472767e-39	4.417076e-67	1.438732e-66	1.950772e-67	2.446599e-147	2.073689e-119	2.603662e-13	3.907531e-40	2.194904e-29	1.14101e-42	2.588998e-64	8.944185e-17	5.977619e-63	1.179519e-63	5.513517e-33	0.999409	cytosol
TGME49_304955	serine/threonine specific protein phosphatase	dense granules	dense granules	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules	dense granules	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	dense granules
TGME49_299050	ribosomal protein RPL17	60S ribosome	60S ribosome	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60S ribosome	60S ribosome	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60S ribosome
TGME49_271050	SAG-related sequence SRS34A	PM - peripheral 1	PM - peripheral 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	PM - peripheral 1	PM - peripheral 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	PM - peripheral 1
TGME49_297150	MORN repeat-containing protein	unknown	IMC	1	3.456663e-11	2.846667e-11	5.689891e-11	7.929004e-11	9.556668e-11	3.253334e-11	2.62404e-10	9.575669e-10	2.55689e-10	5.286898e-11	4.574918e-10	2.440009e-11	2.078084e-10	1	1.03712e-10	3.861402e-10	4.250446e-10	6.290823e-11	9.666988e-10	7.265513e-10	3.383841e-10	9.960894e-11	6.306768e-11	1.159037e-10	9.9633e-11	1.83e-11	6.015738e-09	1	IMC	IMC	0.9354864	0.1781589	0.9999935	0.05401254	1.288746e-08	9.624616e-48	2.021845e-46	7.15375e-44	5.515868e-44	9.465035e-11	1.649424e-30	2.941909e-09	2.813173e-77	1.483945e-19	3.9419e-15	8.275523e-37	1.152639e-18	5.332164e-05	0.9354864	1.068485e-17	1.881985e-83	1.622122e-66	4.987199e-27	2.574254e-61	1.123524e-104	0.06445995	2.634431e-18	3.385193e-07	8.024839e-26	2.524564e-15	8.649131e-41	0.9354864	unknown
TGME49_313240	ethylene-responsive RNA helicase, putative	unknown	mitochondrion - soluble	1	7.751884e-11	6.383913e-11	1.27601e-10	1.778152e-10	2.143171e-10	7.2959e-11	5.88465e-10	2.147432e-09	5.734061e-10	1.185635e-10	1.025967e-09	5.471944e-11	4.660293e-10	3.738054e-10	2.325838e-10	8.659548e-10	1	1.410775e-10	2.167911e-09	1.629358e-09	5.291023e-10	2.233822e-10	1.414351e-10	2.599247e-10	2.234361e-10	4.103944e-11	1.349084e-08	1	mitochondrion - soluble	mitochondrion - soluble	1	1	1	1.891867e-10	3.224971e-09	5.117702e-38	1.10947e-41	7.438003e-33	3.709932e-38	5.702066e-26	1.789903e-23	1.491775e-68	1.394179e-86	1.32139e-17	3.44686e-27	2.93174e-42	3.311101e-32	1.588441e-45	4.881072e-52	1.264752e-54	7.917745e-20	1	7.161576e-12	1.091221e-24	5.789014e-47	8.641585e-34	1.480004e-57	1.64326e-18	5.447109e-16	5.859584e-40	8.695259e-23	1	mitochondrion - soluble
TGME49_289360	hypothetical protein	unknown	apicoplast	0.9999999	8.432621e-10	6.94452e-10	1.388064e-09	1.934302e-09	2.331375e-09	7.936595e-10	0.9999999	2.33601e-08	6.237602e-09	1.289753e-09	1.116063e-08	5.952466e-10	5.06954e-09	4.066314e-09	2.530083e-09	9.419993e-09	1.036908e-08	1.534663e-09	2.358287e-08	1.772441e-08	5.78805e-09	2.429986e-09	1.538553e-09	2.827501e-09	2.430573e-09	4.464334e-10	1.467555e-07	0.9999997	apicoplast	apicoplast	0.9999981	0.999983	1	2.236589e-05	4.994335e-08	2.416209e-49	1.45184e-44	1.235144e-43	2.697357e-44	7.208709e-14	6.877515e-28	0.9999981	5.181388e-89	1.037474e-21	2.445149e-13	1.067471e-28	2.146013e-17	1.3628e-07	1.553187e-09	1.311013e-16	4.576123e-76	7.237255e-62	2.055732e-27	1.342507e-63	1.961326e-117	1.724556e-06	1.357304e-17	1.600897e-08	7.113199e-22	2.381312e-13	2.193445e-39	0.9999981	apicoplast
TGME49_259830	diacylglycerol kinase catalytic domain-containing protein	unknown	dense granules	0.9999967	1.890658e-08	1.557015e-08	3.112146e-08	4.336853e-08	5.227121e-08	1.779445e-08	1.435246e-07	5.237513e-07	0.9999968	2.891725e-08	2.5023e-07	1.334589e-08	1.13663e-07	9.116987e-08	5.67264e-08	2.112035e-07	2.324826e-07	3.440833e-08	5.287462e-07	3.973949e-07	1.290463e-07	5.448216e-08	3.449553e-08	6.339475e-08	5.449532e-08	1.000938e-08	3.290371e-06	0.9999934	dense granules	dense granules	0.9999999	0.9999992	1	2.003747e-06	6.200816e-07	6.948896e-37	2.845459e-40	8.355058e-28	1.136408e-29	2.84204e-16	1.497392e-14	6.567408e-37	8.53313e-75	0.9999999	1.407542e-21	1.918896e-16	3.070298e-18	5.614771e-29	6.93539e-32	5.683966e-37	2.061589e-23	6.817294e-12	4.22878e-09	7.607519e-14	1.878803e-37	6.114473e-22	4.012088e-43	1.231083e-07	8.492333e-13	7.907376e-25	1.18447e-27	0.9999993	dense granules
TGME49_258660	rhoptry protein ROP6	rhoptries 2	rhoptries 2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	rhoptries 2	rhoptries 2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	rhoptries 2
TGME49_275370	SAG-related sequence SRS47C	PM - peripheral 1	PM - peripheral 1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	PM - peripheral 1	PM - peripheral 1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	PM - peripheral 1
TGME49_222952	phosphohistidine phosphatase	unknown	cytosol	0.9999995	3.073927e-09	2.531473e-09	5.059883e-09	7.051072e-09	8.498515e-09	2.893112e-09	2.333495e-08	0.9999996	2.273781e-08	4.701511e-09	4.068364e-08	2.169841e-09	1.84799e-08	1.482286e-08	9.222863e-09	3.433852e-08	3.779819e-08	5.594278e-09	8.59662e-08	6.461046e-08	2.098099e-08	8.857983e-09	5.608457e-09	1.030704e-08	8.860123e-09	1.627375e-09	5.349651e-07	0.9999989	cytosol	cytosol	0.9999999	0.9999997	1	1.450957e-06	4.724526e-09	8.592705e-08	2.193487e-22	9.50897e-34	1.241146e-46	2.283079e-71	1.146738e-30	2.409541e-98	0.9999999	8.367572e-79	6.580879e-29	8.069831e-179	4.938258e-43	9.544124e-72	1.597884e-72	7.174294e-73	1.773006e-162	1.638954e-143	1.911889e-21	1.474779e-58	1.50599e-54	3.507207e-47	2.544934e-67	3.048363e-21	8.724305e-70	3.835087e-69	3.552848e-37	0.9999999	cytosol
TGME49_276970	hypothetical protein	unknown	apicoplast	1	6.280706e-12	5.172353e-12	1.033845e-11	1.440688e-11	1.736433e-11	5.91126e-12	1	1.739885e-10	4.645832e-11	9.606217e-12	8.312559e-11	4.43346e-12	3.775847e-11	3.028634e-11	1.884433e-11	7.016111e-11	7.722998e-11	1.143033e-11	1.756478e-10	1.320133e-10	4.286875e-11	1.80988e-11	1.14593e-11	2.105953e-11	1.810317e-11	3.325084e-12	1.093051e-09	1	apicoplast	apicoplast	1	1	1	3.408746e-08	1.94079e-10	8.774222e-41	3.277279e-44	8.690472e-40	2.210795e-39	1.845553e-17	1.504294e-32	1	1.559786e-70	3.828877e-22	3.57905e-14	1.029702e-37	7.764919e-12	7.74779e-16	2.266836e-14	5.30151e-23	1.209164e-86	7.663774e-68	3.427596e-22	3.481524e-52	9.084199e-82	3.201556e-13	1.222263e-21	1.636412e-09	6.384148e-25	3.287754e-20	4.470172e-39	1	apicoplast
TGME49_222840	Ser/Thr phosphatase family protein	unknown	cytosol	0.9999991	5.426242e-09	4.468675e-09	8.931945e-09	1.244689e-08	1.500198e-08	5.107058e-09	4.119197e-08	0.9999992	4.013786e-08	8.29933e-09	7.181669e-08	3.830306e-09	3.262159e-08	2.616601e-08	1.628063e-08	6.061598e-08	6.672316e-08	9.875285e-09	1.517516e-07	1.140534e-07	3.703663e-08	1.563653e-08	9.900313e-09	1.819447e-08	1.564031e-08	2.87272e-09	9.443457e-07	0.9999981	cytosol	cytosol	0.7362888	0.4207194	0.9297677	0.530359	2.295351e-07	0.2637112	6.484348e-15	2.813602e-22	3.924903e-37	3.412723e-65	6.66777e-30	2.440251e-90	0.7362888	2.461284e-76	1.753848e-23	1.393758e-171	5.600834e-37	3.658322e-65	1.674752e-66	1.478415e-65	4.000399e-152	7.034645e-132	4.125645e-13	7.502133e-54	2.489608e-24	1.374812e-41	1.408802e-62	2.71607e-21	2.322772e-63	2.281671e-63	3.666092e-31	0.7362887	unknown
TGME49_207060	ribonucleoside-diphosphate reductase small subunit	unknown	nucleus - chromatin	0.9999925	4.305041e-08	3.545332e-08	7.086376e-08	9.875041e-08	1.190219e-07	4.051808e-08	3.268065e-07	1.192594e-06	3.184435e-07	6.584476e-08	5.697752e-07	3.038867e-08	2.588113e-07	2.075944e-07	1.291664e-07	4.809116e-07	5.293644e-07	7.834797e-08	0.9999937	9.048713e-07	2.938391e-07	1.240562e-07	7.854655e-08	1.443502e-07	1.240862e-07	2.279142e-08	7.492197e-06	0.999985	nucleus - chromatin	nucleus - chromatin	1	0.9999999	1	2.459059e-07	1.845214e-07	1.19007e-11	1.426401e-35	2.094007e-17	1.570651e-19	9.551769e-34	9.550643e-17	3.557673e-55	6.505382e-13	3.682317e-23	1.010792e-18	3.138304e-62	3.004289e-28	1.056599e-40	2.21351e-50	3.145022e-52	2.668213e-78	1.20154e-43	1.128878e-09	1	1.718626e-11	9.388315e-27	4.308038e-52	1.192388e-08	4.062367e-36	4.325896e-40	1.897607e-24	0.9999998	nucleus - chromatin
TGME49_316140	hypothetical protein	mitochondrion - membranes	mitochondrion - membranes	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - membranes	mitochondrion - membranes	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	mitochondrion - membranes
TGME49_256030	hypothetical protein	apical 1	apical 1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	apical 1	apical 1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	apical 1
TGME49_277850	trypsin domain-containing protein	unknown	nucleus - non-chromatin	0.9999831	9.737921e-08	8.019475e-08	1.602925e-07	2.233715e-07	2.692252e-07	9.165114e-08	7.392301e-07	2.697605e-06	7.203131e-07	1.489396e-07	1.288821e-06	6.873859e-08	5.854263e-07	4.695745e-07	2.921719e-07	1.087813e-06	1.197412e-06	1.772222e-07	2.723331e-06	0.9999851	6.646586e-07	2.806128e-07	1.776708e-07	3.265175e-07	2.806806e-07	5.155377e-08	1.694721e-05	0.9999661	nucleus - non-chromatin	nucleus - non-chromatin	0.999999	0.9999981	0.9999996	1.501953e-05	1.171563e-07	2.013152e-26	2.020108e-34	3.442456e-15	4.499015e-07	2.351607e-41	1.586871e-13	1.526928e-69	1.033631e-40	1.589008e-36	1.981862e-26	1.443198e-98	4.093864e-35	3.120539e-58	1.270039e-59	3.473927e-58	1.957618e-100	1.620203e-67	5.232623e-07	1.889585e-12	0.999999	3.963004e-36	5.69502e-62	7.250975e-26	2.276093e-39	1.27174e-49	1.534952e-17	0.9999989	nucleus - non-chromatin
TGME49_288840	hypothetical protein	unknown	dense granules	1	1.824316e-10	1.50238e-10	3.002943e-10	4.184675e-10	5.043704e-10	1.717006e-10	1.384884e-09	5.053732e-09	1	2.790256e-10	2.414495e-09	1.287759e-10	1.096746e-09	8.797077e-10	5.47359e-10	2.037924e-09	2.243249e-09	3.320096e-10	5.101927e-09	3.834506e-09	1.245181e-09	5.257041e-10	3.32851e-10	6.117026e-10	5.258311e-10	9.658157e-11	3.174914e-08	0.9999999	dense granules	dense granules	1	1	1	3.069656e-10	2.899965e-08	1.15757e-39	1.764173e-42	1.836503e-30	5.548162e-31	2.073047e-19	2.434651e-14	1.43831e-40	2.783302e-77	1	1.233666e-25	3.201107e-25	7.816315e-22	1.681896e-34	3.942057e-36	4.918891e-41	8.994661e-34	1.059453e-16	1.090854e-11	3.304961e-14	8.073901e-36	1.161503e-27	1.238793e-49	7.018559e-13	4.14962e-15	3.03385e-29	2.446638e-28	1	dense granules
TGME49_215350	hypothetical protein	unknown	mitochondrion - membranes	1	1.65586e-11	1.363651e-11	2.725653e-11	3.798264e-11	4.577972e-11	1.558458e-11	1.257005e-10	4.587073e-10	1.224838e-10	2.532605e-11	2.191542e-10	1.168848e-11	9.954732e-11	7.984761e-11	4.968163e-11	1	2.036235e-10	3.01352e-11	4.630819e-10	3.48043e-10	1.130202e-10	4.771609e-11	3.021158e-11	5.552184e-11	4.772762e-11	8.766329e-12	2.881745e-09	1	mitochondrion - membranes	mitochondrion - membranes	0.9999998	0.9999994	1	3.007348e-06	1.431254e-10	1.733453e-51	2.027372e-40	3.460402e-39	1.016852e-46	7.358522e-33	7.168087e-32	5.571217e-91	3.292432e-128	1.263574e-21	5.092084e-33	1.870967e-66	2.260923e-36	2.286489e-57	1.906598e-58	4.545923e-56	0.9999998	1.862889e-07	7.290575e-23	3.49942e-53	2.176297e-94	7.677988e-38	4.724725e-64	5.104655e-29	4.813291e-27	8.722609e-44	4.510422e-27	0.9999998	mitochondrion - membranes
TGME49_232120	hypothetical protein	unknown	PM - integral	0.9998143	5.227279e-10	4.304823e-10	8.60444e-10	1.19905e-09	1.445191e-09	4.919798e-10	3.968159e-09	1.448064e-08	3.866613e-09	1.522248e-05	6.91834e-09	3.689861e-10	0.0001704062	2.520658e-09	1.568368e-09	5.839338e-09	6.427663e-09	9.513189e-10	1.461874e-08	1.098715e-08	0.9998143	1.506319e-09	9.537301e-10	1.752733e-09	1.506683e-09	2.767386e-10	9.097196e-08	0.9998142	PM - integral	Golgi	0.749903	2.575892e-05	0.9999999	0.001878965	5.415268e-09	3.240112e-42	2.555772e-45	5.950104e-45	9.662204e-46	4.543906e-20	6.5993e-33	1.821659e-13	5.292107e-75	2.126675e-25	7.765925e-09	1.20204e-18	8.088185e-17	0.749903	4.18274e-14	4.490703e-13	1.724736e-80	3.671968e-70	1.340009e-26	4.696288e-61	2.069206e-110	0.2500969	1.162814e-10	1.172448e-07	2.251521e-20	1.068172e-11	5.219765e-41	0.7499029	unknown
TGME49_309810	ribosomal protein RPP2	unknown	40S ribosome	0.9999935	1.872076e-10	1.541712e-10	0.9999935	4.294228e-10	5.175747e-10	1.761956e-10	1.42114e-09	5.186037e-09	1.384773e-09	2.863304e-10	2.477706e-09	1.321472e-10	1.125459e-09	9.027382e-10	5.616887e-10	2.091277e-09	2.301977e-09	3.407015e-10	5.242051e-09	6.471623e-06	1.277779e-09	5.394669e-10	3.41565e-10	6.277168e-10	5.395972e-10	9.911005e-11	3.258032e-08	0.9999935	40S ribosome	40S ribosome	0.9821806	0.8511903	0.9988514	0.06549502	6.19086e-07	1.416183e-15	2.186319e-28	0.9821806	1.184454e-08	5.832779e-44	2.287453e-20	1.078537e-64	2.589645e-25	2.546836e-37	1.772681e-20	2.906172e-106	5.506811e-34	1.915453e-56	1.012095e-57	7.068449e-58	4.823486e-108	9.547499e-73	0.000101398	4.959127e-07	0.01771754	1.592932e-32	1.442204e-59	1.006629e-13	1.295349e-43	7.278928e-51	1.108622e-20	0.9821799	unknown
TGME49_245710	phosphatidylinositol-4-phosphate 5-kinase, putative	unknown	IMC	1	8.599983e-12	7.082348e-12	1.415613e-11	1.972692e-11	2.377645e-11	8.094112e-12	6.528464e-11	2.382373e-10	6.361399e-11	1.315351e-11	1.138214e-10	6.070605e-12	5.170155e-11	1	2.580298e-11	9.606951e-11	1.057487e-10	1.565122e-11	2.405092e-10	1.807619e-10	5.887724e-11	2.478214e-11	1.569088e-11	2.883619e-11	2.478813e-11	4.552938e-12	1.496682e-09	1	IMC	IMC	0.9110555	0.02765176	0.9999862	0.03550126	3.096862e-09	2.229966e-48	3.848929e-44	4.752993e-41	3.423174e-41	2.545368e-09	2.03141e-29	2.954441e-16	5.894476e-77	1.101662e-18	2.882908e-17	7.156724e-44	4.77852e-19	0.0002860048	0.9110555	9.060294e-19	1.019589e-84	6.530469e-68	4.253355e-25	2.827049e-67	1.08484e-102	0.08865666	1.377286e-18	1.791835e-06	7.438502e-28	4.46341e-17	2.090001e-38	0.9110555	unknown
TGME49_210800	activator of hsp90 ATPase, putative	unknown	cytosol	0.9999847	8.770593e-08	7.22285e-08	1.443696e-07	2.011827e-07	2.424814e-07	8.254686e-08	6.657978e-07	0.9999872	6.487599e-07	1.341445e-07	1.160794e-06	6.191036e-08	5.272723e-07	4.229288e-07	2.631486e-07	9.797537e-07	1.078466e-06	1.596171e-07	2.452805e-06	1.843479e-06	5.986339e-07	2.527378e-07	1.600216e-07	2.940825e-07	2.527989e-07	4.643261e-08	1.526373e-05	0.9999695	cytosol	cytosol	0.9999945	0.9999828	0.999999	7.111091e-05	2.525637e-07	5.530973e-06	4.86265e-26	1.943724e-26	2.591908e-36	3.34238e-61	2.127293e-29	5.320458e-81	0.9999945	7.23183e-54	1.302625e-24	1.224621e-145	9.106683e-38	8.833497e-60	4.623629e-65	6.076186e-66	1.136497e-141	1.109941e-117	1.710121e-10	9.053352e-12	1.445024e-17	1.156659e-39	1.344006e-58	5.973749e-12	4.870148e-63	2.403737e-60	2.020371e-33	0.9999942	cytosol
TGME49_249780	hypothetical protein	unknown	cytosol	0.9999999	5.843183e-10	4.812039e-10	9.618257e-10	1.340328e-09	1.61547e-09	5.499473e-10	4.435707e-09	0.9999999	4.322197e-09	8.937034e-10	7.733494e-09	4.124619e-10	3.512816e-09	2.817655e-09	1.75316e-09	6.527358e-09	7.185002e-09	1.063408e-09	1.634119e-08	1.228171e-08	3.988245e-09	1.683801e-09	1.066103e-09	1.959249e-09	1.684208e-09	3.093454e-10	1.016907e-07	0.9999998	cytosol	cytosol	0.9999999	0.9999996	1	1.593632e-06	1.482634e-09	9.578439e-08	3.188316e-17	3.171405e-37	2.49515e-51	7.806731e-79	4.924113e-36	1.413974e-110	0.9999999	1.133274e-101	1.605964e-32	1.678161e-205	8.506678e-47	2.348469e-79	1.888938e-77	1.3436e-75	7.741851e-184	4.857443e-178	2.38673e-37	2.89064e-117	1.36375e-71	1.078094e-50	7.304021e-71	2.61302e-37	1.233002e-77	5.358665e-75	1.253923e-38	0.9999999	cytosol
TGME49_259660	orotate phosphoribosyltransferase	unknown	cytosol	0.9999966	1.936842e-08	1.595048e-08	3.188167e-08	4.442789e-08	5.354804e-08	1.822912e-08	1.470305e-07	0.9999972	1.43268e-07	2.962361e-08	2.563424e-07	1.367189e-08	1.164394e-07	9.339689e-08	5.811206e-08	2.163625e-07	2.381615e-07	3.524882e-08	5.41682e-07	4.071021e-07	1.321985e-07	5.5813e-08	3.533816e-08	6.494329e-08	5.582648e-08	1.025388e-08	3.370746e-06	0.9999933	cytosol	cytosol	0.9999212	0.9997484	0.9999915	0.000835847	6.710313e-08	2.285351e-05	4.874142e-29	2.375677e-22	1.551097e-32	5.517683e-56	1.514242e-28	2.221194e-79	0.9999212	3.316823e-46	1.743607e-25	6.985421e-130	6.065941e-38	2.307749e-59	2.38105e-64	2.876491e-65	5.796118e-129	6.741238e-100	5.460382e-10	5.594612e-05	3.98179e-20	2.149131e-38	2.52069e-60	3.451963e-13	2.237944e-59	8.551395e-58	1.623826e-31	0.9999211	cytosol
TGME49_225940	hypothetical protein	unknown	IMC	1	4.228323e-12	3.482153e-12	6.960094e-12	9.699063e-12	1.169008e-11	3.979603e-12	3.209827e-11	1.171333e-10	3.127687e-11	6.467137e-12	5.596216e-11	2.984713e-12	2.541992e-11	1	1.268646e-11	4.723416e-11	5.199309e-11	7.695178e-12	1.182503e-10	8.887456e-11	3.043697e-11	1.218455e-11	6.085145e-09	1.417779e-11	1.218749e-11	2.238527e-12	7.358682e-10	1	IMC	IMC	0.8688337	0.0003614519	0.9995648	0.03635815	1.82013e-09	1.66419e-43	3.800746e-45	1.451895e-43	9.336507e-43	6.612922e-18	5.837654e-35	8.795904e-14	6.950669e-75	1.788856e-32	4.788681e-13	1.44346e-42	3.663586e-17	0.01785554	0.8688337	1.318006e-16	2.038845e-96	2.75133e-84	1.548159e-28	3.404752e-70	7.948522e-104	0.1132971	2.034705e-09	1.360719e-05	1.389064e-29	1.771003e-17	4.05205e-40	0.8688337	unknown
TGME49_218220	cell-cycle-associated protein kinase CDK, putative	unknown	nucleus - chromatin	0.9999901	5.701943e-08	4.695724e-08	9.385767e-08	1.30793e-07	1.576421e-07	5.366541e-08	4.328488e-07	1.579556e-06	4.217722e-07	8.72101e-08	7.546562e-07	4.02492e-08	3.427906e-07	2.749547e-07	1.710784e-07	6.369581e-07	7.011328e-07	1.037704e-07	0.9999917	1.198484e-06	3.891842e-07	1.643101e-07	1.040334e-07	1.911891e-07	1.643497e-07	3.018679e-08	9.923268e-06	0.9999802	nucleus - chromatin	nucleus - chromatin	0.9999999	0.9999997	1	1.025569e-06	1.4423e-07	1.658868e-13	2.154968e-37	1.731014e-21	1.79281e-20	2.099503e-26	9.910393e-17	2.816074e-45	1.820871e-15	5.355904e-17	4.639925e-16	1.727452e-41	5.341304e-25	3.808384e-30	5.018023e-41	9.288971e-47	1.592084e-65	2.372656e-32	5.177742e-10	0.9999999	7.683159e-14	4.721363e-24	3.793412e-48	5.943148e-08	2.473933e-30	3.069698e-34	1.078994e-26	0.9999998	nucleus - chromatin
